intitule,adresse,codepostal,ville,telephone,latitude,longitude,
Tribunal d'Instance de Montpellier,9 rue de Tarragone CS 29029 ,34965,MONTPELLIER CEDEX 2,+33 4 34 08 31 42,43.604817,3.886256,
Tribunal d'Instance de Muret,58 Rue Clément Ader  ,31600,MURET,+33 5 61 51 96 50,43.4610672,1.3262562,
Tribunal d'Instance d'Uzès,Place de l'Evéché B.P. 109 ,30701,UZES CEDEX,+33 4 66 22 12 12,44.012426,4.421886,
Tribunal d'Instance de Nîmes,5 avenue Feuchères  ,30000,NIMES,+33 4 66 36 39 00,43.834058,4.364141,
Tribunal d'Instance de Bernay,Place Gustave Héon B.P. 761 ,27307,BERNAY CEDEX,+33 2 32 47 52 20,49.08966,0.597699,
Tribunal d'Instance des Andelys,Boulevard du Général de Gaulle B.P. 518 ,27705,LES ANDELYS CEDEX,+33 2 32 54 11 70,49.246779,1.420092,
Tribunal d'Instance de Valence,2 Place du Palais B.P. 2127 ,26021,VALENCE CEDEX,+33 4 75 75 97 77,44.931449,4.892692,
Tribunal d'Instance de Romans-sur-Isère,place Jules Nadi BP 182 ,26109,ROMANS SUR ISERE CEDEX,+33 4 75 02 09 17,45.044255,5.052603,
Tribunal d'Instance de Saint-Dizier,Cité Administrative 12 Rue de la Commune de Paris ,52100,ST DIZIER,+33 3 25 05 10 46,48.6362998,4.9474544,
Tribunal d'Instance de Châlons-en-Champagne,2 Rue Perrot d'Ablancourt  ,51036,CHALONS EN CHAMPAGNE CEDEX,+33 3 26 69 27 35,48.9591414,4.362875,
Tribunal d'Instance de Coutances,38 rue Tancrede CS 70838 ,50208,COUTANCES CEDEX,+33 2 33 76 68 43,49.048895,-1.44432,
Tribunal d'Instance d'Angers,39 boulevard Pierre de Coubertin CS 21006 ,49010,ANGERS CEDEX 01,+33 2 44 01 50 32,47.462877,-0.532309,
Tribunal d'Instance d'Orléans,44 Rue de la Bretonnerie  ,45044,ORLEANS CEDEX 1,+33 2 38 74 58 34,47.9047677,1.9054466,
Tribunal d'Instance de Lons-le-Saunier,1 rue de Balerne  ,39015,LONS LE SAUNIER CEDEX,+33 3 84 87 16 00,46.675662,5.556349,
Tribunal d'Instance de Dole,39 Rue des Arènes B.P. 38 ,39107,DOLE CEDEX,+33 3 84 79 42 21,47.090849,5.490702,
Tribunal d'Instance de Bourgoin-Jallieu,12 Rue du Tribunal  ,38307,BOURGOIN JALLIEU CEDEX,+33 4 74 28 89 29,45.586833,5.27603,
Tribunal d'Instance d'Oloron-Sainte-Marie,Place Mendiondou  ,64400,OLORON STE MARIE,+33 5 59 39 11 56,43.192283,-0.607396,
Tribunal d'Instance de Montreuil (62),1 Rue des Carmes  ,62170,MONTREUIL,+33 3 21 06 06 96,50.4642513,1.7656732,
Tribunal d'instance de Flers,33 rue Jules Gévelot BP 419 ,61100,FLERS,+33 2 33 65 35 04,48.752577,-0.572748,
Tribunal d'Instance d'Argentan,Place du Docteur Couinaud BP 80147 ,61205,ARGENTAN CEDEX,+33 2 33 12 14 50,48.743803,-0.016761,
Tribunal d'Instance d'Alençon,22 Avenue Wilson B.P. 312 ,61009,ALENCON CEDEX,+33 2 33 29 42 93,48.43399,0.095661,
Tribunal d'Instance de Lille,2 Place du Concert B.P. 70449 ,59021,LILLE CEDEX,+33 3 20 78 33 33,50.634844,3.049511,
Tribunal d'Instance d'Avesnes-sur-Helpe,Plateau Chemerault 11 Rue Mal Joffre BP 205 ,59363,AVESNES SUR HELPE CEDEX,+33 3 27 57 78 00,50.123487,3.92827,
Tribunal d'Instance de Nevers,6 Rue Gambetta B.P. 62 ,58020,NEVERS CEDEX,+33 3 86 93 02 70,46.989938,3.159654,
Point Info Famille de la Mare-Rouge,70 avenue du Mont Gaillard  ,76620,LE HAVRE,,49.523217,0.112159,
Tribunal d'Instance du Havre,70 Rue Mal de Lattre de Tassigny B.P. 7 ,76083,LE HAVRE CEDEX,+33 2 35 19 73 00,49.491495,0.114275,
Tribunal d'Instance de Dieppe,Palais de Justice- Square Carnot BP 189 ,76206,DIEPPE CEDEX,+33 2 35 84 13 08,49.924564,1.083359,
Tribunal d'Instance de La Flèche,1 Rue Saint-Thomas B.P. 131 ,72205,LA FLECHE CEDEX,+33 2 43 94 04 15,47.699113,-0.075764,
Tribunal d'Instance de Chalon-sur-Saône,Résidence Saint-Germain 1 B  Rue de Bourgogne ,71331,CHALON SUR SAONE CEDEX,+33 3 85 97 16 90,46.7910553,4.8371648,
Tribunal d'Instance de Lyon,67 Rue Servient  ,69433,LYON CEDEX 03,+33 4 72 60 75 75,45.7603055,4.8465698,
Tribunal d'Instance de Sélestat,17 Allée de la 1ère Armée  ,67600,SELESTAT,+33 3 88 57 40 50,48.26047,7.451085,
Tribunal d'Instance d'Haguenau,84 Grand'Rue B.P. 10240 ,67504,HAGUENAU CEDEX,+33 3 88 06 03 80,48.814282,7.789851,
Tribunal d'Instance de Sens,3 Rue Thenard  ,89100,SENS,+33 3 86 83 91 00,48.1986996,3.2837194,
Tribunal d'Instance d'Auxerre,Place du Palais de Justice B.P. 39 ,89010,AUXERRE CEDEX,+33 3 86 72 30 30,47.798136,3.567723,
Tribunal d'Instance de Poitiers,24 Rue du Moulin à Vent B.P. 79 ,86002,POITIERS CEDEX,+33 5 49 60 55 50,46.584375,0.341038,
Tribunal d'Instance de Châtellerault,1 Avenue Georges Clémenceau BP 30630 ,86106,CHATELLERAULT CEDEX,+33 5 49 21 06 33,46.8176518,0.5462628,
Tribunal d'instance de Pertuis,Place du 4 Septembre  ,84120,PERTUIS,+33 4 90 79 21 16,43.6943519,5.5009695,
Tribunal d'Instance de Brignoles,1 Place du Palais de Justice  ,83175,BRIGNOLES CEDEX,+33 4 94 69 63 83,43.4066884,6.0587306,
Tribunal d'Instance d'Abbeville,79 Rue du Maréchal Foch B.P. 330 ,80103,ABBEVILLE CEDEX,+33 3 22 25 37 30,50.103733,1.837252,
Tribunal d'Instance de Mantes-la-Jolie,20 Avenue de la République  ,78200,MANTES LA JOLIE,+33 1 30 98 14 00,48.9896755,1.7131315,
Point d'accès au droit d'Aulnay-Sous-Bois,Maison de l'emploi de l'insertion de la formation et de l'entreprise,93600,AULNAY SOUS BOIS,+33 1 48 19 36 00,48.953,2.490606,
Conseil de Prud'hommes de Bourgoin-Jallieu,43 Boulevard Saint Michel  ,38300,BOURGOIN JALLIEU,+33 4 74 93 30 50,45.5892206,5.2763355,
Point d'accès au droit de Roanne,Délégation à la Vie Sociale 31-33 rue Alexandre Raffin ,42328,ROANNE CEDEX,+33 4 77 23 24 25,46.0336149,4.0671317,
Conseil de Prud'hommes de Montpellier,9 rue de Tarragone CS 90068 ,34040,MONTPELLIER CEDEX 1,+33 4 34 08 32 00,43.604817,3.886256,
Point Info Famille du Centre Social Boby Lapointe,Im. hortensia BP 126 ,76410,CLEON,,49.315351,1.0348645,
Permanence d’information et d’orientation juridiques de Nice,Association LA SEMEUSE 5 rue Trachel ,6000,NICE,+33 4 93 82 40 42,43.706398,7.26331,
Point d'accès au droit de Puget-Théniers,Foyer Rural Cepage Avenue Miss Pell ,6260,PUGET THENIERS,+33 4 93 05 00 19,43.9552382,6.8955362,
Conseil de Prud'hommes de Bernay,17 Rue Auguste le Prévost B.P. 403 ,27304,BERNAY CEDEX,+33 2 32 43 41 96,49.088818,0.596085,
Pôle territorial de formation PJJ Toulouse (Sud),7; rue des Arts  ,31670,LABEGE,05.62.24.77.40,43.5527829,1.5029354,
Relais d'accès au droit de Paris,Bureau d'aide juridictionnelle du Tribunal de grande instance de Paris et de la Cour d’appel de Paris 1 quai de Corse ,75001,PARIS,+33 1 44 32 65 98,48.856188,2.346462,
Point Info Famille d'Andrezieux Boutheon,Hôtel de ville avenue du Parc BP 32,42160,ANDREZIEUX BOUTHEON,+33 4 77 55 03 42,45.5254347,4.2579795,
Point d'Accès au Droit,15; place Foirail  ,24120,TERRASSON-LAVILLEDIEU,05 53 06 39 33,45.126536,1.304148,
Relais d'accès au droit de Paris,Espace Solidarité Insertion (ESI) La Boutique Solidarité 37 rue Bichat ,75010,PARIS,+33 1 40 18 04 41,48.872003,2.367528,
Antenne de justice de Cannes La Bocca,11 rue du Bosquet  ,6150,CANNES LA BOCCA,+33 4 92 19 60 40,43.550084,6.980519,
Permanence d’information et d’orientation juridiques de Nice,CAMS 208 route de Grenoble Immeuble SPACE,6000,NICE,+33 4 92 29 40 00,43.678595,7.200563,
Relais d'accès au droit de Saint-Chamond,Centre Socia Izieux le Creux Rue de la Friaude ,42400,ST CHAMOND,+33 4 77 31 75 88,45.4573627,4.5096405,
Relais d'Accès au Droit,Amicale laïque Côte Chaude 11 Rue André Chenier ,42000,Saint-Etienne,+33 4 77 32 57 95,45.4396371,4.387831,
Conseil de Prud'hommes de Coutances,Rue Saint-Maur  ,50200,COUTANCES,+33 2 33 45 58 94,49.049329,-1.445005,
Conseil de Prud'hommes d'Orléans,44 Rue de la Bretonnerie  ,45044,ORLEANS CEDEX 1,+33 2 38 74 58 92,47.9047677,1.9054466,
Conseil de Prud'hommes de Lons-le-Saunier,4 Rue Guynemer  ,39000,LONS LE SAUNIER,+33 3 84 24 33 90,46.672325,5.553621,
Conseil de Prud'hommes de Dole,Rue de la Sous-Préfecture  ,39100,DOLE,+33 3 84 72 50 72,47.093247,5.49411,
Centre d'information sur les droits des femmes et des familles du Gard,20 rue de Verdun  ,30900,NIMES,+33 4 66 38 10 70,43.83059,4.3515615,
Lyon Aide aux victimes,100 H cours Lafayette  ,69003,LYON,+33 4 78 60 20 21,45.763638,4.849089,
Conseil de Prud'hommes de Colmar,3 Rue des Prêtres B.P. 532 ,68021,COLMAR CEDEX,+33 3 89 20 23 90,48.078091,7.358874,
Conseil de Prud'hommes de Strasbourg,19 Avenue de la Paix  ,67000,STRASBOURG,+33 3 88 76 70 70,48.5905575,7.7562253,
Point Info Famille de la CAF de Vendôme,3 rue du Colonel Fabien  ,41100,VENDOME,+33 2 54 77 11 58,47.8061592,1.058322,
Conseil de Prud'hommes de Boulogne-sur-Mer,16 Rue Barrière Saint-Michel  ,62200,BOULOGNE SUR MER,+33 3 21 30 86 46,50.7262247,1.6099067,
Point d'accès au droit de Saint-Auban,Espace Rural Emploi 344 avenue des Hôtels ,6850,ST AUBAN,+33 4 93 60 42 30,43.8469088,6.7281424,
Relais d'accès au droit de Paris,Centre d'Action Sociale de la Ville de Paris (C.A.S.V.P.) 1ère section 4 place du Louvre ,75001,PARIS,+33 1 44 50 76 36,48.860257,2.341118,
Conseil de Prud'hommes d'Auxerre,90 Rue de Paris B.P. 44 ,89011,AUXERRE CEDEX,+33 3 86 78 07 89,47.798345,3.569196,
Conseil de Prud'hommes de Draguignan,Cité Judiciaire 11 Rue Pierre Clément  B.P. 273 ,83007,DRAGUIGNAN CEDEX,+33 4 94 60 57 40,43.5410942,6.4647315,
Relais d'accès au droit de Paris,Armée du Salut - Espace Solidarité Insertion Saint Martin 30 boulevard Saint-Martin (face au 31) ,75003,PARIS,+33 1 40 27 80 07,48.849963,2.368309,
Délégué du Médiateur de Montereau-Fault-Yonne,9; rue Fleur Bégné  ,77130,MONTEREAU FAULT YONNE,+33 1 60 57 59 20,48.3957904,2.9552412,
Délégué du Médiateur de Louviers,34; rue du Quai  ,27400,LOUVIERS,+33 2 32 40 96 60,49.2145426,1.1710074,
Délégué du Médiateur de Strasbourg,5; place de la République  ,67010,STRASBOURG CEDEX,+33 3 88 21 67 68,48.58788,7.7539243,
Délégué du Médiateur de Maubeuge,  ,59600,MAUBEUGE,,50.284932,3.961301,
Délégué du Médiateur d'Étampes,1; rue du Coq - Place Saint-Gilles ,91150,ETAMPES,+33 1 69 92 11 70,48.4320878,2.1537899,
Délégué du Médiateur de Roanne,Rue Joseph Déchelette  ,42300,ROANNE,+33 4 77 23 85 55,46.0355,4.068726,
Maison de Justice et du Droit de Garges-les-Gonesse,37 Rue Tiers Pot Quartier des Doucettes ,95140,Garges-les-Gonesse,+33 1 30 11 11 20,48.966412,2.396481,
Le Kiosque Fami' Conseil Point Info Famille de Nancy,49 rue des ponts  ,54000,NANCY,,48.6875461,6.1825164,
Tribunal pour Enfants de Nantes,Quai François Mitterrand  ,44921,NANTES CEDEX 9,+33 2 51 17 96 74,47.207549,-1.557124,
Tribunal pour Enfants de Saint-Nazaire,77 Rue Albert de Mun B.P. 263 ,44606,ST NAZAIRE CEDEX,+33 2 40 00 30 10,47.278845,-2.214212,
Tribunal pour Enfants de Saint-Etienne,Place du Palais de Justice  ,42022,ST ETIENNE CEDEX 1,+33 4 77 43 34 30,45.4379283,4.3842586,
Tribunal pour Enfants du Puy-en-Velay,Place du Breuil  ,43011,LE PUY EN VELAY CEDEX,+33 4 71 09 05 70,45.0420584,3.8838852,
Tribunal pour Enfants de Châlons-en-Champagne,16 Rue de Toussaint  ,51000,CHALONS EN CHAMPAGNE,+33 3 26 66 10 42,48.958624,4.3597352,
Tribunal pour Enfants de Lorient,Rue Maître Esvelin Porte B ,56325,LORIENT CEDEX,+33 2 97 84 12 81,47.7505991,-3.3672637,
Tribunal pour Enfants de Montargis,84 Rue du Général Leclerc  ,45207,MONTARGIS CEDEX,+33 2 38 87 59 00,47.9988918,2.7297794,
Tribunal pour Enfants d'Orléans,7 Rue des Huguenots  ,45044,ORLEANS CEDEX 1,+33 2 38 74 58 34,47.9049637,1.9072668,
Tribunal pour Enfants de Cambrai,Château de Selles  Rue Freissart B.P. 379 ,59407,CAMBRAI CEDEX,+33 3 27 73 37 37,50.1753508,3.2343689,
Tribunal pour Enfants de Douai,47 Rue Merlin de Douai  ,59507,DOUAI CEDEX,+33 3 27 93 27 68,50.3691673,3.0782007,
Tribunal pour Enfants de Vannes,22 Place de la République B.P. 503 ,56019,VANNES CEDEX,+33 2 97 43 77 09,47.656336,-2.761394,
Tribunal pour Enfants de Nevers,Place du Palais B.P. 6 ,58019,NEVERS CEDEX,+33 3 86 93 44 44,46.986588,3.157571,
Tribunal pour Enfants de Valenciennes,6 Avenue des Dentellières B.P. 349 ,59304,VALENCIENNES CEDEX,+33 3 27 14 67 00,50.3568459,3.5212273,
Tribunal pour Enfants de Beauvais,20 Boulevard Saint-Jean B.P. 325 ,60021,BEAUVAIS CEDEX,+33 3 44 79 60 16,49.429088,2.075929,
Tribunal pour Enfants de Dunkerque,Place du Palais de Justice B.P. 6365 ,59385,DUNKERQUE CEDEX 1,+33 3 28 23 53 00,51.031136,2.374939,
Tribunal pour Enfants de Lille,13 Avenue du Peuple Belge B.P. 729 ,59034,LILLE CEDEX,+33 3 20 78 33 33,50.6422913,3.0632515,
Tribunal pour Enfants d'Alençon,Place Foch  ,61014,ALENCON CEDEX,+33 2 33 82 25 17,48.430277,0.0828104,
Tribunal pour Enfants d'Arras,13 Rue Roger Salengro  ,62008,ARRAS CEDEX,+33 3 21 51 84 40,50.2938427,2.7685987,
Tribunal pour Enfants de Compiègne,11 Rue Henri de Séroux B.P. 80059 ,60321,COMPIEGNE CEDEX,+33 3 44 38 35 35,49.417087,2.82813,
Tribunal pour Enfants de Senlis,Cité Judiciaire Boulevard Pasteur   B.P. 112 ,60309,SENLIS CEDEX,+33 3 44 53 91 00,49.210439,2.58386,
Tribunal pour Enfants de Saverne,7 Rue du Tribunal B.P. 50135 ,67703,SAVERNE CEDEX,+33 3 88 71 61 80,48.74059,7.364851,
Tribunal pour Enfants de Strasbourg,1 Quai Finkmatt B.P. 1030 F ,67070,STRASBOURG CEDEX,+33 3 88 75 27 56,48.5870345,7.7466246,
Tribunal pour Enfants de Béthune,Place Lamartine B.P. 716 ,62407,BETHUNE CEDEX,+33 3 21 68 72 00,50.534256,2.638276,
Tribunal pour Enfants de Boulogne-Sur-Mer,Place de la Résistance  ,62322,BOULOGNE SUR MER CEDEX,+33 3 21 99 61 23,50.725134,1.612177,
Tribunal pour Enfants du Mans,Cité Judiciaire 1 Avenue Paul Mendès-France ,72014,LE MANS CEDEX 2,+33 2 43 83 78 01,48.0077158,0.1985787,
Tribunal pour Enfants de Chambéry,Place du Palais de Justice B.P. 1023 ,73010,CHAMBERY CEDEX,+33 4 79 33 60 09,45.568124,5.918642,
Tribunal pour Enfants de Colmar,Place du Marché aux Fruits  ,68027,COLMAR CEDEX,+33 3 89 20 56 00,48.075511,7.3584175,
Tribunal pour Enfants de Mâcon,Palais de Justice 8 Rue de la Préfecture ,71017,MACON CEDEX,+33 3 85 39 92 00,46.3076337,4.8326325,
Tribunal pour Enfants de Thonon-les-Bains,10; rue de l'Hôtel Dieu BP 50 529 ,74200,THONON LES BAINS,+33 4 50 81 20 00,46.3689144,6.4788028,
Tribunal pour Enfants de Dieppe,Palais de Justice  Square Carnot B.P. 229 ,76204,DIEPPE CEDEX,+33 2 35 82 75 55,49.924564,1.083359,
Tribunal pour Enfants d'Annecy,51 rue Sommeiller B.P. 2321 ,74011,ANNECY CEDEX,+33 4 50 10 17 00,45.9023987,6.1262784,
Tribunal pour Enfants de Bonneville,18 Quai du Parquet  ,74136,BONNEVILLE CEDEX,+33 4 56 30 90 00,46.0790376,6.4045304,
Tribunal pour Enfants d'Epinal,Place Edmond Henry B.P. 575 ,88020,EPINAL CEDEX,+33 3 29 34 53 53,48.1745814,6.4515713,
Délégué du Médiateur de Saverne,3d rue du Moulin  ,67700,SAVERNE,+33 3 88 91 02 28,48.7435772,7.3612243,
Tribunal pour Enfants du Havre,125 bis  Bd de Strasbourg B.P. 6 ,76083,LE HAVRE CEDEX,+33 2 32 92 57 40,49.4927431,0.1165952,
Tribunal pour Enfants de Melun,2 Avenue du Général Leclerc  ,77010,MELUN CEDEX,+33 1 64 79 80 37,48.527225,2.653534,
Tribunal pour Enfants de Nanterre,179-191 Avenue Joliot Curie  ,92020,NANTERRE CEDEX,+33 1 40 97 10 10,48.8970987,2.2176603,
Bureau d'aide aux victimes d'Amiens,14 Rue Robert de Luzarches  ,80027,AMIENS CEDEX 1,,49.8935279,2.3012434,
Tribunal pour Enfants de Belfort,9 place de la République  ,90020,BELFORT CEDEX,+33 3 84 58 53 00,47.639285,6.861898,
Tribunal pour Enfants d'Evry,9 Rue des Mazières  ,91012,EVRY CEDEX,+33 1 60 76 78 00,48.6297484,2.4309592,
Tribunal pour Enfants de Basse-Terre,4 Boulevard Félix Eboué  ,97100,BASSE TERRE,+33 5 90 80 63 80,16.2681696,-61.5857963,
Tribunal pour Enfants de Pointe-à-Pitre,Place Gourbeyre  ,97110,POINTE A PITRE,+33 5 90 89 69 52,16.2411111,-61.5330556,
Tribunal pour Enfants de Créteil,Rue Pasteur Vallery Radot  ,94011,CRETEIL CEDEX,+33 1 49 81 16 00,48.7836024,2.4423209,
Tribunal pour Enfants de Pontoise,3 Rue Victor Hugo B.P. 220 ,95302,CERGY PONTOISE CEDEX,+33 1 72 58 70 00,49.0518084,2.1006419,
Tribunal pour Enfants de Saint-Denis-de-La Réunion,5 Avenue André Malraux B.P. 338 ,97494,STE CLOTILDE CEDEX,+33 2 62 40 24 17,-20.888016,55.46583,
Permanence d’information et d’orientation juridiques d'Arcis-sur-Aube,Mairie 1 place des Héros d’Arcis/Aube ,10700,ARCIS SUR AUBE,+33 3 25 37 80 36,48.536495,4.1418615,
Tribunal pour Enfants de Fort-de-France,Palais de Justice 35 Bd du Gal de Gaulle   BP 633 ,97200,FORT DE FRANCE,+33 5 96 48 41 41,14.637392,-61.069045,
Tribunal pour Enfants de Cayenne,Avenue du Général de Gaulle  ,97300,CAYENNE,+33 5 94 29 76 30,4.9383192,-52.3294682,
Tribunal pour Enfants de Nouméa,2 Boulevard Extérieur B.P. F4 ,98848,NOUMEA CEDEX,+687 27 93 50,-22.2747558,166.4490616,
Tribunal de Grande Instance de Bourg-en-Bresse,4 Rue du Palais B.P. 306 ,1011,BOURG EN BRESSE CEDEX,+33 4 74 24 19 53,46.205529,5.223488,
Tribunal pour Enfants de Mata-Utu,Tribunal de Première Instance de MATA-UTU ,98600,UVEA,+681 72 27 15,-13.2833333,-176.1833333,
Permanence d’information et d’orientation juridiques d'Auxon,Mairie Rue de la Mairie ,10130,AUXON,+33 3 25 42 11 61,48.1061393,3.9181691,
Tribunal de Grande Instance de Cusset,Rue du Drapeau  ,3306,CUSSET CEDEX,+33 4 70 30 98 30,46.132877,3.456196,
Tribunal de Grande Instance de Montluçon,114 Boulevard de Courtais  ,3109,MONTLUCON CEDEX,+33 4 70 28 12 13,46.3398176,2.6078132,
Tribunal de Grande Instance de Laon,Place Aubry  ,2001,LAON CEDEX,+33 3 23 26 29 00,49.564965,3.625177,
Tribunal de Grande Instance de Saint-Quentin,Rue Victor Basch B.P. 645/1 ,2322,ST QUENTIN CEDEX,+33 3 23 05 89 00,49.84719,3.285475,
Tribunal de Grande Instance d'Aix-en-Provence,40 Boulevard Carnot  ,13616,AIX EN PROVENCE CEDEX 1,+33 4 42 33 83 00,43.5274683,5.4554748,
centre d'action éducative de Saint Denis,18; rue des Boucheries  ,93200,ST DENIS,+33 1 48 09 06 16,48.9341949,2.3576801,
Tribunal de Grande Instance de Moulins,20 Rue de Paris B.P. 1627 ,3016,MOULINS CEDEX,+33 4 70 35 14 55,46.5683737,3.330534,
Tribunal de Grande Instance de Rodez,Boulevard de Guizard BP 3123 ,12031,RODEZ CEDEX 9,+33 5 65 73 43 00,44.3489355,2.5727445,
Antenne de justice de Rivière Salée,Rue Alex Zonzon  ,97215,RIVIERE SALEE,+33 5 96 57 79 08,14.531266,-60.982925,
Tribunal de Grande Instance d'Aurillac,21 Place du Square  ,15012,AURILLAC CEDEX,+33 4 71 45 59 59,44.927738,2.443886,
Délégué du Médiateur de Pau,2; avenue du Maréchal Joffre  ,64000,PAU,+33 5 59 98 24 90,43.2960695,-0.3692566,
Tribunal de Commerce de Chalon-sur-Saône,Résidence Saint-Germain 1 Rue de Bourgogne ,71100,CHALON SUR SAONE,+33 3 85 41 38 00,46.7903535,4.8408085,
Tribunal de Commerce du Mans,Cité Judiciaire  ,72014,LE MANS CEDEX 2,+33 2 43 23 42 23,48.0077158,0.1985787,
Tribunal de Commerce de Chambéry,Palais de Justice  ,73026,CHAMBERY CEDEX,+33 4 79 33 72 25,45.5680849,5.9193652,
Tribunal de Commerce de Vannes,19 Rue des Tribunaux B.P. 505 ,56019,VANNES CEDEX,+33 2 97 47 22 89,47.6571633,-2.7612204,
Délégué du Médiateur de Marseille 9e Arrondissement,150; avenue Paul Claudel  ,13009,MARSEILLE,+33 4 91 14 63 50,43.268191,5.41538,
Tribunal de Commerce de Pau,6 Rue Mourot  ,64000,PAU,+33 5 59 98 60 60,43.298738,-0.3714274,
Tribunal de Commerce de Perpignan,4 Rue André Bosch B.P. 441 ,66000,PERPIGNAN,+33 4 68 34 24 33,42.6964928,2.8892212,
Tribunal de Commerce de la Roche-Sur-Yon,55 Rue Hoche B.P. 719 ,85017,LA ROCHE SUR YON CEDEX,+33 2 51 37 67 05,46.6716142,-1.433809,
Tribunal de Commerce de Poitiers,24 Rue du Moulin à Vent B.P. 527 ,86020,POITIERS CEDEX,+33 5 49 88 70 62,46.5840012,0.3415305,
Tribunal de Commerce de Limoges,66 Boulevard Gambetta Place d'Aine ,87000,LIMOGES,+33 5 55 34 60 75,45.830161,1.255227,
Tribunal de Commerce d'Epinal,Rue des Halles  ,88025,EPINAL CEDEX,+33 3 29 34 33 76,48.1750612,6.4510084,
Tribunal de Commerce de Rouen,Palais des Consuls B.P. 531 ,76005,ROUEN CEDEX,+33 2 35 71 42 95,49.4423668,1.0984924,
Tribunal de Commerce de Montauban,Place Bourdelle B.P. 414 ,82004,MONTAUBAN CEDEX,+33 5 63 63 20 88,44.0173386,1.3516686,
Tribunal de Commerce de Fréjus,Palais de Justice 272 Rue Jean Jaurès ,83601,FREJUS CEDEX,+33 4 94 51 07 13,43.4337557,6.7364903,
Tribunal de Commerce d'Avignon,2 Boulevard Limbert B.P. 1063 ,84097,AVIGNON CEDEX 9,+33 4 32 74 74 41,43.9447736,4.8162097,
Tribunal de Commerce d'Antibes,60 bis 2ème Avenue Quartier Nova Antipolis BP 619 ,6632,ANTIBES CEDEX,+33 4 93 34 10 14,43.6011018,7.0913744,
Maison de Justice et du Droit de Sedan,6 Rue Jules Clin  ,8200,Sedan,+33 3 24 22 78 91,49.701799,4.94083,
Tribunal de Commerce de Saintes,2 Impasse des Cordeliers B.P. 324 ,17108,SAINTES CEDEX,+33 5 46 93 01 02,45.7476812,-0.6343706,
Tribunal de Commerce de Romans-sur-Isère,2-4 Rue Sabaton B.P. 209 ,26105,ROMANS SUR ISERE CEDEX,+33 4 75 71 18 48,45.0424886,5.0513462,
Conseil de Prud'hommes de Périgueux,2 Bis Cours Fénelon  ,24019,PERIGUEUX CEDEX,+33 5 53 08 64 43,45.182622,0.719095,
Conseil de Prud'hommes de Montmorency,Place de l'Auditoire  ,95160,MONTMORENCY,+33 1 39 64 95 95,48.9859545,2.3202438,
Conseil de Prud'hommes de Basse-Terre,4 Boulevard Félix Eboué  ,97100,BASSE TERRE,+33 5 90 80 63 73,16.2681696,-61.5857963,
Point d'accès au droit de Signy L'Abbaye,Mairie 2 place de l'Hôtel de Ville ,8460,SIGNY L ABBAYE,+33 3 24 52 81 25,49.6985374,4.4189571,
Tribunal de Commerce Bordeaux,19 Place de la Bourse  ,33075,BORDEAUX CEDEX,+33 5 56 79 50 00,44.8411159,-0.5703793,
Tribunal de Commerce de Vienne,27-31 Rue de Bourgogne B.P. 247 ,38202,VIENNE CEDEX,+33 4 74 78 83 93,45.5254206,4.8728447,
Tribunal de Commerce de Lons-le-Saunier,Palais de Justice Rue Pasteur ,39015,LONS LE SAUNIER CEDEX,+33 3 84 24 44 76,46.6733878,5.5561984,
Tribunal de Commerce de Saint-Nazaire,77 Rue Albert du Mun B.P. 274 ,44606,ST NAZAIRE CEDEX,+33 2 40 22 52 32,47.2788491,-2.2141631,
Tribunal de Commerce de Brest,Bâtiment QUAI OUEST 150 rue Ernest Hemingway ,29200,BREST,+33 2 98 20 75 10,48.385604,-4.478591,
centre d'action éducative de Montpellier Garrigues,160 rue de Celleneuve Saint Hilaire ,34070,MONTPELLIER,+33 4 99 77 21 80,43.6078215,3.8279163,
Tribunal de Commerce de Nîmes,Palais de Justice 12 rue Cité Foulc ,30000,NIMES,+33 4 66 76 03 51,43.8328327,4.3604858,
Tribunal de Commerce de Toulouse,Place de la Bourse  ,31068,TOULOUSE CEDEX 7,+33 5 61 23 38 16,43.600861,1.44233,
Tribunal pour Enfants de Thionville,Quai Marchal B.P. 80348 ,57125,THIONVILLE CEDEX,+33 3 82 82 43 50,49.3580493,6.169636,
Tribunal pour Enfants d'Avesnes-sur-Helpe,10 Place Guillemin  ,59440,AVESNES SUR HELPE,+33 3 27 56 13 00,50.1227092,3.9319415,
Tribunal pour Enfants de Saint-Omer,3 Rue des Tribunaux B.P. 376 ,62505,ST OMER CEDEX,+33 3 21 98 79 85,50.7484602,2.2534883,
centre d'action éducative de Chateauroux,17; rue Cantrelle  ,36020,CHATEAUROUX CEDEX,+33 2 54 60 29 60,46.8077211,1.6929072,
Tribunal pour Enfants de Briey,4 Rue du Maréchal Foch ou 9 Place de l'Eglise ,54151,BRIEY CEDEX,+33 3 82 47 56 27,49.2872145,5.9632071,
Tribunal pour Enfants de Nancy,Cité Judiciaire  ,54035,NANCY CEDEX,+33 3 83 90 85 00,48.6907887,6.1825044,
Tribunal pour Enfants de Verdun,Place Saint-Paul  ,55107,VERDUN CEDEX,+33 3 29 86 14 05,49.163768,5.3844849,
Tribunal pour Enfants de Sarreguemines,Place du Général Sibille B.P. 71129 ,57216,SARREGUEMINES CEDEX,+33 3 87 28 31 00,49.108781,7.068461,
Délégué du Médiateur de Rouen,Place Alfred de Musset  ,76000,ROUEN,+33 2 35 12 29 20,49.462126,1.133367,
