intitule,type,adresse,codepostal,ville,telephone,latitude,longitude,
Tribunal d'Instance de Brive-la-Gaillarde,INSTANCE,6 rue St Bernard ,19,BRIVE LA GAILLARDE,+33 5 55 92 67 39,45.157501,1.531457,
Tribunal d'Instance de Saint-Amand-Montrond,INSTANCE,11 Cours Manuel ,18,ST AMAND MONTROND CEDEX,+33 2 48 96 08 48,46.720809,2.505611,
Tribunal d'Instance de Saint-Gaudens,INSTANCE,Palais de Justice B.P. 20209,31,ST GAUDENS CEDEX,+33 5 62 00 83 40,43.133668,0.744874,
Tribunal d'Instance d'Aix-en-Provence,INSTANCE,32A Boulevard Emile Zola CS 70719,13,AIX EN PROVENCE,+33 4 42 17 55 00,43.53282,5.454541,
Tribunal d'Instance de Gap,INSTANCE,Palais de Justice Place Saint-Arnoux   B.P. 77,5,GAP CEDEX,+33 4 92 40 70 00,44.5573985249,6.07751415079,
Tribunal d'Instance de Saint-Quentin,INSTANCE,Rue Victor Basch B.P. 645/2,2,ST QUENTIN CEDEX,+33 3 23 06 29 60,49.84719,3.285475,
Tribunal d'Instance d'Alès,INSTANCE,Palais de Justice 3 Place Henri Barbusse  BP 157,30,ALES CEDEX,+33 4 66 56 27 50,44.122417,4.094377,
Tribunal d'Instance de Libourne,INSTANCE,22 Rue Thiers B.P. 221,33,LIBOURNE CEDEX,+33 5 57 55 36 80,44.913816,-0.244407,
Tribunal d'Instance de Bordeaux,INSTANCE,180 Rue Lecocq CS 51029,33,BORDEAUX CEDEX,+33 5 56 79 79 79,44.8319054431,-0.592065592712,
Tribunal d'Instance de Châteauroux,INSTANCE,11 rue Paul Louis Courier B.P. 625,36,CHATEAUROUX,+33 2 54 53 03 10,46.80937,1.692057,
Tribunal d'Instance de Sète,INSTANCE,17 Rue Lacan ,34,SETE,+33 4 67 18 61 00,43.3983972,3.6952403,
Tribunal d'Instance de Vienne,INSTANCE,27-31 Rue de Bourgogne B.P. 105,38,VIENNE CEDEX,+33 4 74 59 10 80,45.526061,4.873225,
Tribunal d'Instance de Grenoble,INSTANCE,Palais de Justice Place Firmin Gautier  B.P. 130,38,GRENOBLE CEDEX 1,+33 4 38 21 21 21,45.192925,5.727597,
Tribunal d'Instance de Saint-Nazaire,INSTANCE,54 Rue de la Paix B.P. 282,44,ST NAZAIRE,+33 2 72 27 31 31,47.277669,-2.215712,
Tribunal d'Instance de Nantes,INSTANCE,Quai François Mitterrand ,44,NANTES CEDEX 9,+33 2 51 17 95 00,47.207549,-1.557124,
Tribunal d'Instance de Cahors,INSTANCE,Boulevard Léon Gambetta Square de Verdun,46,CAHORS,+33 5 65 23 46 70,44.450094,1.440018,
Tribunal d'Instance de Montargis,INSTANCE,84 Rue du Général Leclerc ,45,MONTARGIS CEDEX,+33 2 38 85 24 42,47.9988918,2.7297794,
Tribunal d'Instance de Marmande,INSTANCE,1 Place des Droits de l'Homme B.P. 321,47,MARMANDE CEDEX,+33 5 53 20 39 32,44.504695,0.173689,
Tribunal d'instance d'Agen,INSTANCE,Résidence A. Fallières 14B Rue Diderot,47,AGEN,+33 5 53 77 07 90,44.200669,0.616701,
Tribunal d'Instance d'Avranches,INSTANCE,36 Rue de Lille ,50,AVRANCHES,+33 2 33 58 15 26,48.6883476,-1.3635765,
Tribunal d'instance d'Annonay,INSTANCE,26 boulevard de la République ,7,ANNONAY,+33 4 75 67 73 13,45.2439614,4.6737007,
Tribunal d'Instance de Chaumont,INSTANCE,Rue du Palais Bâtiment B     B.P. 2061,52,CHAUMONT,+33 3 25 35 34 34,48.112727,5.136812,
Tribunal d'Instance de Reims,INSTANCE,1 Place Myron Herrick ,51,REIMS CEDEX,+33 3 26 49 53 53,49.254484,4.0315076,
Tribunal d'Instance de Nancy,INSTANCE,Cité Judiciaire Rue du Gal Fabvier Case Off.27,54,NANCY CEDEX,+33 3 83 90 85 60,48.687251,6.171022,
Tribunal d'Instance de Laval,INSTANCE,13 Place Saint Tugal BP 81515,53,LAVAL,+33 2 43 59 79 10,48.0693098,-0.7735482,
Tribunal d'Instance de Vannes,INSTANCE,22 Bis Place de la République B.P. 504,56,VANNES CEDEX,+33 2 97 43 77 06,47.656336,-2.761394,
Tribunal d'Instance de Lorient,INSTANCE,Centre d'affaires la découverte 39 rue de la villeneuve,56,LORIENT,+33 2 97 88 28 00,47.75257,-3.378909,
Tribunal d'Instance de Thionville,INSTANCE,Moulin Nouviaire 9 Rue Joffre   B.P. 50550,57,THIONVILLE CEDEX,+33 3 82 82 05 40,49.373816,6.140802,
Tribunal d'Instance de Metz,INSTANCE,3 Rue Haute Pierre B.P. 41045,57,METZ CEDEX 01,+33 3 87 56 75 00,49.116779,6.171264,
Tribunal d'Instance d'Hazebrouck,INSTANCE,Résidence Flandres 16 Rue André Biebuyck  BP 70261,59,HAZEBROUCK CEDEX,+33 3 28 43 87 50,50.732582,2.528169,
Tribunal d'Instance de Dunkerque,INSTANCE,16 rue du sud BP 43123,59,DUNKERQUE CEDEX 1,+33 3 28 25 98 20,51.032384,2.377657,
Tribunal d'Instance de Roubaix,INSTANCE,45 Rue du Grand Chemin ,59,ROUBAIX,+33 3 20 76 98 30,50.6916457,3.1664704,
Tribunal d'Instance de Maubeuge,INSTANCE,Parvis de l'Hôtel de Ville place du Dr Forest - BP 40274,59,MAUBEUGE CEDEX,+33 3 27 53 15 20,50.279842,3.96776,
Tribunal d'Instance de Beauvais,INSTANCE,20 Boulevard Saint-Jean B.P. 325,60,BEAUVAIS CEDEX,+33 3 44 79 60 40,49.429088,2.075929,
Tribunal d'Instance de Tourcoing,INSTANCE,65 Rue de Gand ,59,TOURCOING,+33 3 20 76 35 90,50.727771,3.158699,
Tribunal d'Instance de Pau,INSTANCE,6 Rue Mourot ,64,PAU,+33 5 59 82 39 00,43.298738,-0.3714274,
Tribunal d'Instance de Thiers,INSTANCE,6 Place Saint-Genés B.P. 204,63,THIERS CEDEX,+33 4 73 80 22 12,45.853192,3.547958,
Tribunal d'Instance de Condom,INSTANCE,Place Lannelongue ,32,CONDOM,+33 5 62 28 15 49,43.9586285,0.3718807,
Tribunal d'Instance de Belley,INSTANCE,Boulevard du Mail B.P. 137,1,BELLEY CEDEX,+33 4 79 81 23 05,45.7602077,5.6890103,
Tribunal d'Instance de Brest,INSTANCE,Bâtiment QUAI OUEST 150 rue Ernest Hemingway,29,BREST,+33 2 98 20 75 10,48.385604,-4.478591,
Tribunal d'Instance de Soissons,INSTANCE,76 Rue Saint-Martin ,2,SOISSONS CEDEX,+33 3 23 76 39 39,49.3804223,3.3280404,
Tribunal d'Instance de Nantua,INSTANCE,Palais de Justice 4 Place d'Armes   B.P. 27,1,NANTUA,+33 4 74 75 02 42,46.157038,5.603143,
Tribunal d'Instance de Cannes,INSTANCE,19 Boulevard Carnot CS 40016,6,CANNES CEDEX,+33 4 92 99 64 50,43.556002,7.016974,
Tribunal d'Instance d'Antibes,INSTANCE,60 deuxième avenue quartier Nova Antipolis,6,ANTIBES,+33 4 92 90 49 80,43.600695,7.091052,
Tribunal d'Instance de Menton,INSTANCE,7 Rue Prato ,6,MENTON,+33 4 93 35 74 92,43.7746881,7.498564,
Tribunal d'Instance de Grasse,INSTANCE,37 Avenue Pierre Semard B.P. 71029,6,GRASSE,+33 4 92 60 74 00,43.656694,6.928526,
Tribunal d'Instance de Saint-Girons,INSTANCE,Château  Vicomtes du Couserans rue Renée Dejean B.P. 70 112,9,ST GIRONS CEDEX,+33 5 61 66 01 34,42.9864603,1.14405,
Tribunal d'Instance de Privas,INSTANCE,1 Bd des Mobiles B.P.728,7,PRIVAS,+33 4 75 66 05 20,44.735415,4.601421,
Tribunal d'Instance de Carcassonne,INSTANCE,28 Boulevard Jean-Jaurès B.P. 818,11,CARCASSONNE,+33 4 68 10 37 38,43.214867,2.354691,
Tribunal d'Instance de Troyes,INSTANCE,85 Rue du Général de Gaulle B.P. 384,10,TROYES,+33 3 25 43 56 10,48.297203,4.069243,
Tribunal d'Instance d'Aubagne,INSTANCE,La Malounière Avenue de Verdun,13,AUBAGNE,+33 4 42 82 01 88,43.287531,5.576811,
Tribunal d'Instance de Rodez,INSTANCE,Boulevard de Guizard BP 3215,12,RODEZ,+33 5 65 73 43 05,44.349242,2.572401,
Tribunal d'Instance de Caen,INSTANCE,25 Place de la République B.P. 508,14,CAEN,+33 2 31 86 08 98,49.180795,-0.364061,
Tribunal d'Instance de Salon-de-Provence,INSTANCE,481 Boulevard de la République B.P. 19,13,SALON DE PROVENCE CEDEX,+33 4 90 56 05 46,43.640473,5.089142,
Tribunal d'Instance de Bourges,INSTANCE,1 rue du Général Ferrié ,18,BOURGES,+33 2 34 34 60 20,47.092149,2.393777,
Tribunal d'Instance d'Aurillac,INSTANCE,21 Place du Square B.P. 619,15,AURILLAC CEDEX,+33 4 71 48 88 00,44.928934,2.443212,
Tribunal d'instance de Montbard,INSTANCE,2 rue d'Abrantès BP 77,21,MONTBARD CEDEX,,47.623985,4.3385386,
Tribunal d'Instance de Tulle,INSTANCE,Quai Gabriel Péri ,19,TULLE CEDEX,+33 5 55 26 71 16,45.263366,1.767924,
Tribunal d'Instance de Quimper,INSTANCE,77 Rue du Président Sadate ,29,QUIMPER,+33 2 98 10 14 00,47.9755613,-4.0971902,
Tribunal d'Instance de Guéret,INSTANCE,2 rue des Tanneries ,23,GUERET,+33 5 55 51 96 00,46.168995,1.872799,
Tribunal d'Instance de Bastia,INSTANCE,Rond Point de Moro Giafferi ,20,BASTIA CEDEX,+33 4 95 55 23 00,42.7021365,9.4507475,
Tribunal d'Instance d'Ajaccio,INSTANCE,Palais du Finosello Av. Maréchal Lyautey  BP 10973,20,AJACCIO CEDEX 9,+33 4 95 23 77 60,41.942438,8.747068,
Tribunal d'Instance d'Evreux,INSTANCE,4 bis Rue de Verdun BP 60110,27,EVREUX CEDEX,+33 2 32 29 56 40,49.023917,1.144505,
Tribunal d'Instance de Saint-Brieuc,INSTANCE,6 bis allée Marie Le Vaillant B.P. 53548,22,ST BRIEUC CEDEX 1,+33 2 96 62 64 20,48.512636,-2.758852,
Tribunal d'Instance de Morlaix,INSTANCE,Ancien Lycée Tristan Corbière Kerneguès    C.S. 37908,29,MORLAIX CEDEX,+33 2 98 88 03 47,48.604624,-3.825503,
Tribunal d'Instance de Chartres,INSTANCE,5 Rue Mathurin Régnier ,28,CHARTRES,+33 2 37 18 28 20,48.4432697,1.4875321,
Tribunal d'Instance de Cagnes-sur-Mer,INSTANCE,100 Avenue Cyrille Besset Au Cros de Cagnes,6,CAGNES SUR MER,+33 4 92 12 52 50,43.659246,7.162061,
Tribunal d'Instance de Jonzac,INSTANCE,35 Rue des Carmes B.P. 119,17,JONZAC CEDEX,+33 5 46 48 02 40,45.442517,-0.435354,
Tribunal d'Instance de Charleville-Mézières,INSTANCE,12 rue Mme de Sévigné ,8,CHARLEVILLE MEZIERES,+33 3 51 16 80 06,49.771015,4.717206,
Tribunal d'instance d'Annemasse,INSTANCE,20 rue Léandre Vaillat ,74,ANNEMASSE,+33 4 50 84 05 50,46.189611,6.237425,
Tribunal d'Instance du Creusot,INSTANCE,20 Rue de la Chaise B.P. 84,71,LE CREUSOT CEDEX,+33 3 85 55 10 16,46.804903,4.427015,
Tribunal d'Instance de Fréjus,INSTANCE,Palais de Justice 268 Rue Jean-Jaurès   B.P. 118,83,FREJUS,+33 4 94 44 54 10,43.454735,6.766183,
Tribunal d'Instance de Draguignan,INSTANCE,Cité Judiciaire 11 Rue Pierre Clément,83,DRAGUIGNAN,+33 4 94 60 57 50,43.536572,6.465445,
Tribunal d'Instance de Clermont-Ferrand,INSTANCE,Palais de Justice 16 Place de l'Etoile   B.P. 121,63,CLERMONT FERRAND,+33 4 73 31 78 90,45.783896,3.108126,
Tribunal d'Instance de Lens,INSTANCE,11 Rue de l'Hospice B.P. 247,62,LENS CEDEX,+33 3 21 13 54 10,50.430198,2.83502,
Tribunal d'Instance de Colmar,INSTANCE,10 Rue des Augustins B.P. 50466,68,COLMAR CEDEX,+33 3 89 24 45 24,48.076213,7.357129,
Tribunal d'Instance de Schiltigheim,INSTANCE,10 Rue du Tribunal ,67,SCHILTIGHEIM,+33 3 88 19 27 80,48.6034123,7.7547911,
Tribunal d'Instance de Bar-le-Duc,INSTANCE,27 Place Saint-Pierre ,55,BAR LE DUC,+33 3 29 79 13 91,48.7687461,5.1592725,
Tribunal d'Instance de Saumur,INSTANCE,Place Saint-Michel ,49,SAUMUR CEDEX,+33 2 41 83 47 40,47.2555479,-0.0834208,
Tribunal d'Instance d'Arras,INSTANCE,13 Rue Roger Salengro B.P. 565,62,ARRAS,+33 3 21 71 62 25,50.293852,2.768671,
Tribunal d'Instance de Clamecy,INSTANCE,Place Emile Zola B.P. 108,58,CLAMECY CEDEX,+33 3 86 27 01 50,47.45979,3.521135,
Tribunal d'Instance de Tours,INSTANCE,2 Place Jean-Jaurès ,37,TOURS CEDEX,+33 2 47 60 27 60,47.3900896,0.6897644,
Tribunal d'Instance de Rennes,INSTANCE,Cité Judiciaire 7 Rue Pierre Abélard   CS 33132,35,RENNES CEDEX,+33 2 99 65 37 10,48.1117611,-1.6802654,
Tribunal d'Instance du Puy-en-Velay,INSTANCE,6 place du Clauzel CS 10309,43,LE PUY EN VELAY,+33 4 63 20 70 00,45.043496,3.883991,
Tribunal d'Instance de Blois,INSTANCE,15 Rue du Père-Brottier B.P. 1805,41,BLOIS CEDEX,+33 2 54 56 26 00,47.589834,1.335975,
Tribunal d'Instance de Palaiseau,INSTANCE,Place de la Victoire ,91,PALAISEAU,+33 1 60 14 00 80,48.7121644,2.2429514,
Tribunal d'Instance d'Orange,INSTANCE,Rue de Tour B.P. 188,84,ORANGE CEDEX,+33 4 90 11 11 90,44.120953,4.805124,
Tribunal d'Instance de Nogent-sur-Marne,INSTANCE,19 Rue Charles VII ,94,NOGENT SUR MARNE CEDEX,+33 1 43 94 17 35,48.8364381,2.4868371,
Tribunal d'Instance d'Ivry-sur-Seine,INSTANCE,Place Marcel Cachin ,94,IVRY SUR SEINE CEDEX,+33 1 45 15 22 88,48.8140434,2.3901939,
Tribunal d'Instance de Saintes,INSTANCE,8 Impasse des Cordeliers B.P. 324,17,SAINTES CEDEX,+33 5 46 93 10 02,45.748485,-0.634407,
Tribunal d'Instance de Saint-Flour,INSTANCE,Palais de Justice 1 Rue du Théâtre  B.P. 34,15,ST FLOUR CEDEX,+33 4 71 60 03 75,45.033198,3.09155,
Tribunal d'Instance de Vire,INSTANCE,19 Rue de la Sous-Préfecture B.P. 137,14,VIRE CEDEX,+33 2 31 68 01 03,48.840216,-0.895791,
Tribunal d'Instance de Tarascon,INSTANCE,Quartier Kilmaine Batiment Austerlitz,13,TARASCON,+33 4 90 91 49 89,43.795951,4.691227,
Tribunal d'Instance de Lisieux,INSTANCE,2 Bis Boulevard Carnot B.P. 212,14,LISIEUX CEDEX,+33 2 31 62 07 31,49.147683,0.223672,
Tribunal d'Instance de Foix,INSTANCE,Palais de Justice 14 Rue du Rocher  B.P. 78,9,FOIX CEDEX,+33 5 34 09 37 50,42.96647,1.605087,
Tribunal d'Instance de Sedan,INSTANCE,1 Rue de la Comédie B.P. 90234,8,SEDAN CEDEX,+33 3 24 29 10 17,49.70259,4.943716,
Tribunal d'Instance de Millau,INSTANCE,2 Boulevard de l'Ayrolle B.P. 353,12,MILLAU CEDEX,+33 5 65 61 48 00,44.099492,3.07832,
Tribunal d'Instance de Narbonne,INSTANCE,19 Bd du Général de Gaulle B.P. 810,11,NARBONNE CEDEX,+33 4 34 44 60 70,43.185887,3.009311,
Tribunal d'Instance de Mende,INSTANCE,Boulevard Henri Bourillon ,48,MENDE,+33 4 66 49 36 36,44.516188,3.49822,
Tribunal d'Instance de Péronne,INSTANCE,57 Rue Saint-Fursy ,80,PERONNE,+33 3 22 84 72 80,49.926836,2.931625,
Tribunal d'Instance de Poissy,INSTANCE,89 Avenue Maurice Berteaux ,78,POISSY CEDEX,+33 1 39 65 05 35,48.9330154,2.0426215,
Tribunal d'Instance de Rambouillet,INSTANCE,56 Rue Gambetta ,78,RAMBOUILLET CEDEX,+33 1 30 46 29 60,48.6481437,1.8235406,
Tribunal d'Instance de Saint-Germain-en-Laye,INSTANCE,22 Rue de la Maison Verte ,78,ST GERMAIN EN LAYE,+33 1 30 87 42 10,48.8932611,2.0814143,
Tribunal d'Instance de Versailles,INSTANCE,5 Place André Mignot R.P. 1109,78,VERSAILLES CEDEX,+33 1 39 07 39 40,48.80352,2.131783,
Tribunal d'Instance de Rouen,INSTANCE,34 Rue aux Juifs ,76,ROUEN CEDEX,+33 2 35 52 88 98,49.442034,1.092297,
Tribunal d'Instance de Fontainebleau,INSTANCE,159 Rue Grande batiment B - 2ème étage,77,FONTAINEBLEAU,+33 1 60 74 90 80,48.443691,2.609939,
Tribunal d'Instance de Lagny-sur-Marne,INSTANCE,108 rue Saint-Denis BP 109,77,LAGNY SUR MARNE CEDEX,+33 1 64 12 48 35,48.878922,2.707755,
Tribunal d'Instance de Melun,INSTANCE,2 Avenue du Général Leclerc B.P. 8620,77,MELUN,+33 1 64 79 83 00,48.527225,2.653534,
Tribunal d'Instance de Mulhouse,INSTANCE,44 Avenue Robert Schuman B.P. 3047,68,MULHOUSE CEDEX 3,+33 3 89 35 42 42,47.75666,7.348516,
Tribunal d'Instance de Villeurbanne,INSTANCE,3 rue du docteur Pierre Fleury Papillon,69,VILLEURBANNE CEDEX,+33 4 72 13 83 00,45.76381,4.883179,
Tribunal d'Instance de Mâcon,INSTANCE,Palais de Justice 8 Rue de la Préfecture,71,MACON CEDEX,+33 3 85 39 92 40,46.3076337,4.8326325,
Tribunal d'Instance du Mans,INSTANCE,Cité Judiciaire 1 Avenue Pierre Mendès-France,72,LE MANS CEDEX,+33 2 43 83 77 77,48.0064699,0.1997661,
Tribunal d'Instance de Tarbes,INSTANCE,Square Maurice Trelut B.P. 1326,65,TARBES,+33 5 62 51 77 55,43.234037,0.069242,
Tribunal d'Instance de Perpignan,INSTANCE,5 Boulevard des Pyrénées B.P. 932,66,PERPIGNAN CEDEX,+33 4 68 51 97 06,42.696562,2.88823,
Tribunal d'Instance d'Illkirch-Graffenstaden,INSTANCE,144 A Route de Lyon B.P. 20020,67,ILLKIRCH CEDEX,+33 3 88 55 33 10,48.529776,7.711345,
Tribunal d'Instance de Molsheim,INSTANCE,3 rue Maréchal Kellermann CS 69116,67,MOLSHEIM CEDEX,+33 3 88 49 72 49,48.541042,7.494399,
Tribunal d'Instance de Boulogne-Billancourt,INSTANCE,35 Rue Paul Bert ,92,BOULOGNE BILLANCOURT,+33 1 46 03 08 17,48.835187,2.239324,
Tribunal d'Instance de Colombes,INSTANCE,9 Rue Gabriel Péri ,92,COLOMBES,+33 1 47 85 20 38,48.9226514,2.2486244,
Tribunal d'Instance de Courbevoie,INSTANCE,25 Rue du Président Kruger ,92,COURBEVOIE,+33 1 43 33 03 42,48.9218118,2.283852,
Tribunal d'Instance de Puteaux,INSTANCE,131 Rue de la République B.P. 177,92,PUTEAUX CEDEX,+33 1 46 93 08 00,48.884467,2.238018,
Tribunal d'Instance de Juvisy-sur-Orge,INSTANCE,27 Rue Victor Hugo BP 01,91,JUVISY SUR ORGE CEDEX,+33 1 69 12 18 30,48.690908,2.377957,
Tribunal d'Instance de Longjumeau,INSTANCE,11 Av. du Maréchal Leclerc B.P. 282,91,LONGJUMEAU CEDEX,+33 1 69 10 26 50,48.698457,2.292174,
Tribunal d'Instance d'Antony,INSTANCE,Place Auguste Mounié B.P. 80,92,ANTONY CEDEX,+33 1 55 59 01 00,48.754759,2.30022,
Tribunal d'Instance d'Asnières-sur-Seine,INSTANCE,112 Avenue de la Redoute ,92,ASNIERES SUR SEINE,+33 1 41 47 41 20,48.9291498,2.2804998,
Tribunal d'Instance de Carpentras,INSTANCE,Impasse du Siècle Place du Gal de Gaulle   BP 112,84,CARPENTRAS,+33 4 90 63 12 97,44.054388,5.046988,
Tribunal d'Instance de Limoges,INSTANCE,11 Bd Gambetta ,87,LIMOGES,+33 5 55 11 82 07,45.827516,1.259157,
Tribunal d'Instance d'Epinal,INSTANCE,1 place Foch ,88,EPINAL,+33 3 54 04 10 00,48.172427,6.447892,
Tribunal d'Instance d'Evry,INSTANCE,1 Rue de la Patinoire ,91,EVRY CEDEX,+33 1 69 47 36 00,48.6298146,2.4297779,
Tribunal d'Instance d'Amiens,INSTANCE,8 rue Pierre Dubois B.P. 2722,80,AMIENS CEDEX 1,+33 3 22 82 45 00,49.892134,2.30175,
Tribunal d'Instance de Castelsarrasin,INSTANCE,2 Ter Rue de la Fraternité B.P. 74,82,CASTELSARRASIN CEDEX,+33 5 63 32 72 10,44.039808,1.107335,
Tribunal d'Instance de Montauban,INSTANCE,5 Rue de l'Horloge B.P. 749,82,MONTAUBAN,+33 5 63 21 41 60,44.016533,1.353336,
Tribunal d'Instance d'Avignon,INSTANCE,2 Boulevard Limbert B.P. 980,84,AVIGNON CEDEX 9,+33 4 32 74 74 16,43.944784,4.816066,
Tribunal d'Instance de Montmorency,INSTANCE,125 Avenue Charles de Gaulle ,95,MONTMORENCY,+33 1 39 34 60 00,48.9743556,2.3114766,
Tribunal d'Instance de Basse-Terre,INSTANCE,Z.A. Calebassier ,97,BASSE TERRE,+33 5 90 80 63 80,16.000298,-61.729235,
Tribunal d'Instance de Pointe-à-Pitre,INSTANCE,7 Rue Victor Hugues B.P. 554,97,POINTE A PITRE,+33 5 90 89 63 63,16.2411111,-61.5330556,
Tribunal d'Instance de Fort-de-France,INSTANCE,Palais de Justice 35 Bd du Gal de Gaulle    BP 633,97,FORT DE FRANCE,+33 5 96 48 41 63,14.637392,-61.069045,
Tribunal d'Instance de Boissy-Saint-Léger,INSTANCE,7 Boulevard Léon Révillon ,94,BOISSY ST LEGER CEDEX,+33 1 45 10 09 20,48.7476021,2.5128508,
Tribunal d'Instance de Charenton-le-Pont,INSTANCE,48 Rue de Paris ,94,CHARENTON LE PONT,+33 1 43 53 62 30,48.8196462,2.4158425,
Tribunal d'Instance de Saint-Maur-des-Fossés,INSTANCE,1 Avenue Gambetta ,94,ST MAUR DES FOSSES,+33 1 42 83 32 23,48.8017082,2.4869504,
Tribunal d'Instance de Villejuif,INSTANCE,127-129 Rue Jean Jaurès ,94,VILLEJUIF CEDEX,+33 1 49 58 12 35,48.7925275,2.3665412,
Tribunal d'Instance de Pantin,INSTANCE,Immeuble Les Diamants  Bât. A 41 Rue Delizy,93,PANTIN CEDEX,+33 1 48 44 44 27,48.897125,2.408159,
Tribunal d'Instance du Raincy,INSTANCE,8 Allée Baratin ,93,LE RAINCY,+33 1 43 01 36 74,48.899138,2.515061,
Tribunal d'Instance de Saint-Denis,INSTANCE,1 Passage des deux Pichets ,93,ST DENIS,+33 1 48 13 37 80,48.936183,2.359451,
Tribunal d'Instance de Saint-Ouen,INSTANCE,4 Rue Diderot ,93,ST OUEN CEDEX,+33 1 40 12 50 40,48.91095,2.334523,
Tribunal d'Instance de Vanves,INSTANCE,34 Rue Antoine Fratacci ,92,VANVES,+33 1 41 90 11 11,48.8211685,2.2882268,
Tribunal d'Instance d'Aubervilliers,INSTANCE,Square Stalingrad B.P. 217,93,AUBERVILLIERS CEDEX,+33 1 48 33 76 38,48.911125,2.383284,
Tribunal d'Instance d'Aulnay-sous-Bois,INSTANCE,10 Boulevard Hoche ,93,AULNAY SOUS BOIS,+33 1 48 66 09 08,48.9327984,2.5011403,
Tribunal d'Instance de Bobigny,INSTANCE,Immeuble L'européen Hall A 4e et 1 promenade Jean Rostand,93,BOBIGNY CEDEX,+33 1 48 96 11 10,48.909761,2.454576,
Tribunal d'Instance de Pontoise,INSTANCE,3 Rue Victor Hugo B.P. 20217,95,CERGY PONTOISE CEDEX,+33 1 72 58 74 60,49.039049,2.044611,
Tribunal d'Instance de Toulouse,INSTANCE,40 Avenue Camille Pujol B.P. 35847,31,TOULOUSE CEDEX 5,+33 5 34 31 79 79,43.601085,1.461458,
Tribunal d'Instance de Saint-Paul,INSTANCE,centre d'affaires de Savanna 12 rue Jules Thirel,97,ST PAUL CEDEX,+33 2 62 45 33 50,-20.987097,55.294083,
Tribunal d'Instance de Saint-Pierre,INSTANCE,26-28 Rue Augustin Archambeaud B.P. 339,97,ST PIERRE CEDEX,+33 2 62 96 10 00,-21.323896,55.486909,
Tribunal d'Instance de Saint-Martin,INSTANCE,23 Rue de la Liberté B.P. 376,97,ST MARTIN,+33 5 90 87 50 49,18.0671612,-63.085622,
Tribunal d'Instance de Montélimar,INSTANCE,Place Emile Loubet B.P. 282,26,MONTELIMAR CEDEX,+33 4 75 00 78 20,44.557143,4.74985,
Tribunal d'Instance de Bergerac,INSTANCE,6 Bis Rue des Carmes ,24,BERGERAC,+33 5 53 57 06 15,44.8533584,0.4867557,
Tribunal d'Instance de Dreux,INSTANCE,2 Place Anatole France ,28,DREUX,+33 2 37 38 08 50,48.7362277,1.3644626,
Tribunal d'Instance de Vichy,INSTANCE,26 Boulevard Carnot B.P. 2933,3,VICHY CEDEX,+33 4 70 30 97 30,46.123333,3.425088,
Tribunal d'Instance de Moulins,INSTANCE,Palais d'Ansac 16 Rue Diderot      BP 1837,3,MOULINS CEDEX,+33 4 70 44 33 84,46.5661042,3.3353369,
Tribunal d'Instance de Montluçon,INSTANCE,114 Boulevard de Courtais B.P. 1232,3,MONTLUCON,+33 4 70 05 27 93,46.339908,2.607701,
Tribunal d'Instance de Laon,INSTANCE,Place du Parvis ,2,LAON CEDEX,+33 3 23 26 75 40,49.564279,3.623757,
Tribunal d'Instance de Trévoux,INSTANCE,1 Rue du Palais B.P. 602,1,TREVOUX CEDEX,+33 4 74 08 89 00,45.940383,4.776414,
Tribunal d'Instance de Bourg-en-Bresse,INSTANCE,3 Place Pierre Goujon B.P. 177,1,BOURG EN BRESSE CEDEX,+33 4 74 32 00 97,46.203032,5.220981,
Tribunal d'Instance de Rochefort,INSTANCE,Cité Judiciaire La Touche Tréville   Rue Chanzy,17,ROCHEFORT CEDEX,+33 5 16 65 60 00,45.957199,-0.96868,
Tribunal d'Instance de Cognac,INSTANCE,3 rue Pierre Martin Civat ,16,COGNAC,+33 5 45 82 06 75,45.6915945,-0.3280112,
Tribunal d'Instance d'Angoulême,INSTANCE,Place Francis Louvel B.P. 234,16,ANGOULEME,+33 5 45 37 11 60,45.649207,0.15429,
Tribunal d'Instance de Marseille,INSTANCE,Palais de Justice Place Monthyon,13,MARSEILLE,+33 4 91 15 50 50,43.266835,5.356915,
Tribunal d'instance d'Aubenas,INSTANCE,10 rue Georges Couderc BP 40001,7,AUBENAS,+33 4 75 35 30 28,44.617045,4.389615,
Tribunal d'Instance de Nice,INSTANCE,3 Place du Palais - Palais Rusca ,6,NICE,+33 4 92 17 30 01,43.709165,7.270946,
Tribunal d'instance de Manosque,INSTANCE,rue des tanneurs ,4,MANOSQUE,+33 4 92 72 32 76,43.831325,5.784902,
Tribunal d'Instance de Pontarlier,INSTANCE,1 Place Villingen Schwenningen ,25,PONTARLIER,+33 3 81 38 63 00,46.9012726,6.3528643,
Tribunal d'Instance de Montbéliard,INSTANCE,Cité Judiciaire Rue Mozart,25,MONTBELIARD CEDEX,+33 3 81 90 70 00,47.5118726,6.7997133,
Tribunal d'Instance de Besançon,INSTANCE,Palais de Justice 1 Rue Mégevand    B.P. 159,25,BESANCON,+33 3 81 65 13 81,47.252768,6.005986,
Tribunal d'Instance de Sarlat-la-Canéda,INSTANCE,Place de la Grande Rigaudie B.P. 170,24,SARLAT LA CANEDA,+33 5 53 59 01 73,44.887894,1.218017,
Tribunal d'Instance de Périgueux,INSTANCE,10 rue Maleville B.P. 9042,24,PERIGUEUX CEDEX,+33 5 53 53 17 42,45.186222,0.719246,
